tube_assembly_id,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost,usage_group
TA-02500,S-0066,9/1/2013,0,0,Yes,25,4.415127724,0 - 100
TA-02500,S-0066,9/1/2013,0,0,Yes,50,4.097972992,0 - 100
TA-02500,S-0066,9/1/2013,0,0,Yes,100,3.958870039,0 - 100
TA-02500,S-0066,9/1/2013,0,0,Yes,250,3.872626208,0 - 100
TA-02504,S-0066,10/1/2013,0,0,Yes,1,22.35106247,0 - 100
TA-02504,S-0066,10/1/2013,0,0,Yes,2,12.78634343,0 - 100
TA-02504,S-0066,10/1/2013,0,0,Yes,5,7.046955593,0 - 100
TA-02504,S-0066,10/1/2013,0,0,Yes,10,5.132898961,0 - 100
TA-02504,S-0066,10/1/2013,0,0,Yes,25,3.986690629,0 - 100
TA-02504,S-0066,10/1/2013,0,0,Yes,50,3.669535897,0 - 100
TA-02504,S-0066,10/1/2013,0,0,Yes,100,3.527650885,0 - 100
TA-02504,S-0066,10/1/2013,0,0,Yes,250,3.444189113,0 - 100
TA-02505,S-0066,10/1/2013,0,0,Yes,1,22.3621907,0 - 100
TA-02505,S-0066,10/1/2013,0,0,Yes,2,12.79747166,0 - 100
TA-02505,S-0066,10/1/2013,0,0,Yes,5,7.058083829,0 - 100
TA-02505,S-0066,10/1/2013,0,0,Yes,10,5.146809256,0 - 100
TA-02505,S-0066,10/1/2013,0,0,Yes,25,3.997818866,0 - 100
TA-02505,S-0066,10/1/2013,0,0,Yes,50,3.683446192,0 - 100
TA-02505,S-0066,10/1/2013,0,0,Yes,100,3.54156118,0 - 100
TA-02505,S-0066,10/1/2013,0,0,Yes,250,3.458099409,0 - 100
TA-02506,S-0064,2/5/2014,8,0,Yes,4,22.73220456,0 - 100
TA-02506,S-0064,2/5/2014,8,0,Yes,8,14.53904063,0 - 100
TA-02506,S-0064,2/5/2014,8,0,Yes,12,11.8098407,0 - 100
TA-02506,S-0064,2/5/2014,8,0,Yes,16,10.4438497,0 - 100
TA-02507,S-0066,10/1/2013,0,0,Yes,1,22.3621907,0 - 100
TA-02507,S-0066,10/1/2013,0,0,Yes,2,12.79747166,0 - 100
TA-02507,S-0066,10/1/2013,0,0,Yes,5,7.058083829,0 - 100
TA-02507,S-0066,10/1/2013,0,0,Yes,10,5.146809256,0 - 100
TA-02507,S-0066,10/1/2013,0,0,Yes,25,3.997818866,0 - 100
TA-02507,S-0066,10/1/2013,0,0,Yes,50,3.683446192,0 - 100
TA-02507,S-0066,10/1/2013,0,0,Yes,100,3.54156118,0 - 100
TA-02507,S-0066,10/1/2013,0,0,Yes,250,3.458099409,0 - 100
TA-02508,S-0066,10/1/2013,0,0,Yes,1,23.00762841,0 - 100
TA-02508,S-0066,10/1/2013,0,0,Yes,2,13.44290937,0 - 100
TA-02508,S-0066,10/1/2013,0,0,Yes,5,7.70352153,0 - 100
TA-02508,S-0066,10/1/2013,0,0,Yes,10,5.789464899,0 - 100
TA-02508,S-0066,10/1/2013,0,0,Yes,25,4.643256567,0 - 100
TA-02508,S-0066,10/1/2013,0,0,Yes,50,4.326101834,0 - 100
TA-02508,S-0066,10/1/2013,0,0,Yes,100,4.186998882,0 - 100
TA-02508,S-0066,10/1/2013,0,0,Yes,250,4.100755051,0 - 100
TA-02509,S-0066,10/1/2013,0,0,Yes,1,26.1068422,0 - 100
TA-02509,S-0066,10/1/2013,0,0,Yes,2,16.54212316,0 - 100
TA-02509,S-0066,10/1/2013,0,0,Yes,5,10.80273532,0 - 100
TA-02509,S-0066,10/1/2013,0,0,Yes,10,8.888678689,0 - 100
TA-02509,S-0066,10/1/2013,0,0,Yes,25,7.742470357,0 - 100
TA-02509,S-0066,10/1/2013,0,0,Yes,50,7.425315625,0 - 100
TA-02509,S-0066,10/1/2013,0,0,Yes,100,7.283430613,0 - 100
TA-02509,S-0066,10/1/2013,0,0,Yes,250,7.199968841,0 - 100
TA-02510,S-0066,10/1/2013,0,0,Yes,1,25.50591744,0 - 100
TA-02510,S-0066,10/1/2013,0,0,Yes,2,15.9411984,0 - 100
TA-02510,S-0066,10/1/2013,0,0,Yes,5,10.20459262,0 - 100
TA-02510,S-0066,10/1/2013,0,0,Yes,10,8.290535991,0 - 100
TA-02510,S-0066,10/1/2013,0,0,Yes,25,7.14432766,0 - 100
TA-02510,S-0066,10/1/2013,0,0,Yes,50,6.827172927,0 - 100
TA-02510,S-0066,10/1/2013,0,0,Yes,100,6.685287915,0 - 100
TA-02510,S-0066,10/1/2013,0,0,Yes,250,6.601826144,0 - 100
TA-02515,S-0066,7/1/2002,12,1,No,1,64.79971957,0 - 100
TA-02517,S-0066,5/1/2013,0,0,Yes,1,21.9003689,0 - 100
TA-02517,S-0066,5/1/2013,0,0,Yes,2,12.33564986,0 - 100
TA-02517,S-0066,5/1/2013,0,0,Yes,5,6.599044085,0 - 100
TA-02517,S-0066,5/1/2013,0,0,Yes,10,4.684987453,0 - 100
TA-02517,S-0066,5/1/2013,0,0,Yes,25,3.535997062,0 - 100
TA-02517,S-0066,5/1/2013,0,0,Yes,50,3.221624389,0 - 100
TA-02517,S-0066,5/1/2013,0,0,Yes,100,3.079739377,0 - 100
TA-02517,S-0066,5/1/2013,0,0,Yes,250,2.996277605,0 - 100
TA-02519,S-0066,5/1/2013,0,0,Yes,1,22.19526716,0 - 100
TA-02519,S-0066,5/1/2013,0,0,Yes,2,12.63054812,0 - 100
TA-02519,S-0066,5/1/2013,0,0,Yes,5,6.891160286,0 - 100
TA-02519,S-0066,5/1/2013,0,0,Yes,10,4.979885713,0 - 100
TA-02519,S-0066,5/1/2013,0,0,Yes,25,3.830895322,0 - 100
TA-02519,S-0066,5/1/2013,0,0,Yes,50,3.516522649,0 - 100
TA-02519,S-0066,5/1/2013,0,0,Yes,100,3.374637637,0 - 100
TA-02519,S-0066,5/1/2013,0,0,Yes,250,3.291175865,0 - 100
TA-02520,S-0066,5/1/2013,0,0,Yes,1,22.73498662,0 - 100
TA-02520,S-0066,5/1/2013,0,0,Yes,2,13.17026758,0 - 100
TA-02520,S-0066,5/1/2013,0,0,Yes,5,7.430879743,0 - 100
TA-02520,S-0066,5/1/2013,0,0,Yes,10,5.51960517,0 - 100
TA-02520,S-0066,5/1/2013,0,0,Yes,25,4.370614779,0 - 100
TA-02520,S-0066,5/1/2013,0,0,Yes,50,4.053460047,0 - 100
TA-02520,S-0066,5/1/2013,0,0,Yes,100,3.914357094,0 - 100
TA-02520,S-0066,5/1/2013,0,0,Yes,250,3.828113263,0 - 100
TA-02522,S-0066,6/1/2013,0,0,Yes,1,25.58659715,0 - 100
TA-02522,S-0066,6/1/2013,0,0,Yes,2,15.39591482,0 - 100
TA-02522,S-0066,6/1/2013,0,0,Yes,5,9.280949016,0 - 100
TA-02522,S-0066,6/1/2013,0,0,Yes,10,7.241699727,0 - 100
TA-02522,S-0066,6/1/2013,0,0,Yes,25,6.020375801,0 - 100
TA-02522,S-0066,6/1/2013,0,0,Yes,50,5.678182536,0 - 100
TA-02522,S-0066,6/1/2013,0,0,Yes,100,5.525169288,0 - 100
TA-02522,S-0066,6/1/2013,0,0,Yes,250,5.433361339,0 - 100
TA-02523,S-0066,3/17/2013,0,0,Yes,1,28.07654001,0 - 100
TA-02523,S-0066,3/17/2013,0,0,Yes,2,16.21662225,0 - 100
TA-02523,S-0066,3/17/2013,0,0,Yes,5,9.100115177,0 - 100
TA-02523,S-0066,3/17/2013,0,0,Yes,10,6.72980086,0 - 100
TA-02523,S-0066,3/17/2013,0,0,Yes,25,5.305386623,0 - 100
TA-02523,S-0066,3/17/2013,0,0,Yes,50,4.899206,0 - 100
TA-02523,S-0066,3/17/2013,0,0,Yes,100,4.710025984,0 - 100
TA-02523,S-0066,3/17/2013,0,0,Yes,250,4.598743622,0 - 100
TA-02525,S-0066,10/1/2013,0,0,Yes,1,33.55163223,0 - 100
TA-02525,S-0066,10/1/2013,0,0,Yes,2,21.69171447,0 - 100
TA-02525,S-0066,10/1/2013,0,0,Yes,5,14.57798946,0 - 100
TA-02525,S-0066,10/1/2013,0,0,Yes,10,12.20489309,0 - 100
TA-02525,S-0066,10/1/2013,0,0,Yes,25,10.78047885,0 - 100
TA-02525,S-0066,10/1/2013,0,0,Yes,50,10.37429823,0 - 100
TA-02525,S-0066,10/1/2013,0,0,Yes,100,10.18790027,0 - 100
TA-02525,S-0066,10/1/2013,0,0,Yes,250,10.07383585,0 - 100
TA-02529,S-0072,10/11/2003,25,1,No,1,12.29391898,0 - 100
TA-02532,S-0072,8/27/2012,62,0,Yes,30,5.002142185,0 - 100
TA-02532,S-0072,8/27/2012,62,0,Yes,45,4.384525075,0 - 100
TA-02532,S-0072,8/27/2012,62,0,Yes,60,3.886536503,0 - 100
TA-02534,S-0066,8/1/2011,120,12,No,1,20.24782582,100 - 200
TA-02535,S-0066,7/27/1998,9,1,No,1,65.46184962,0 - 100
TA-02541,S-0026,9/10/2010,40,5,No,1,29.15319686,0 - 100
TA-02545,S-0072,12/6/2004,25,1,No,1,12.14646985,0 - 100
TA-02547,S-0072,1/1/2004,150,1,No,1,3.697356487,100 - 200
TA-02549,S-0072,5/1/2013,31,1,Yes,1,9.987592017,0 - 100
TA-02549,S-0072,5/1/2013,31,4,Yes,1,9.500731682,0 - 100
TA-02550,S-0066,8/11/2014,92,1,No,1,5.004924245,0 - 100
TA-02553,S-0066,8/1/2011,17,1,Yes,1,21.45523945,0 - 100
TA-02553,S-0066,10/22/2002,17,1,Yes,1,22.0088692,0 - 100
TA-02554,S-0066,8/1/2011,16,1,Yes,1,20.45648025,0 - 100
TA-02554,S-0066,10/22/2002,16,1,Yes,1,20.61227556,0 - 100
TA-02556,S-0066,8/1/2011,10,1,Yes,1,111.2350673,0 - 100
TA-02558,S-0062,5/17/2012,4,0,Yes,5,16.68957229,0 - 100
TA-02558,S-0062,5/17/2012,4,0,Yes,10,9.522988154,0 - 100
TA-02558,S-0062,5/17/2012,4,0,Yes,25,5.511258993,0 - 100
TA-02559,S-0026,10/2/1997,10,1,No,1,34.33895495,0 - 100
TA-02563,S-0066,8/1/2011,91,1,Yes,1,4.423473902,0 - 100
TA-02564,S-0072,1/16/2013,70,1,Yes,1,2.912815833,0 - 100
TA-02564,S-0072,1/16/2013,70,30,Yes,1,2.565058451,0 - 100
TA-02565,S-0072,1/16/2013,90,1,Yes,1,2.375878435,0 - 100
TA-02565,S-0072,1/16/2013,90,30,Yes,1,2.028121053,0 - 100
TA-02566,S-0072,6/1/2011,500,1,Yes,1,1.672017494,500 - 600
TA-02566,S-0072,6/1/2011,500,67,Yes,1,1.816684565,500 - 600
TA-02569,S-0072,8/8/2011,2300,40,No,1,1.922402809,2000 - 3000
TA-02570,S-0066,8/1/2011,34,7,No,1,4.320537716,0 - 100
TA-02571,S-0072,8/14/2003,5,1,No,1,8.404600413,0 - 100
TA-02572,S-0066,8/1/2011,35,10,No,1,19.13222014,0 - 100
TA-02575,S-0072,1/13/2014,12,0,Yes,4,12.16872632,0 - 100
TA-02575,S-0072,1/13/2014,12,0,Yes,8,9.119589591,0 - 100
TA-02575,S-0072,1/13/2014,12,0,Yes,12,8.131958625,0 - 100
TA-02575,S-0072,1/13/2014,12,0,Yes,16,6.685287915,0 - 100
TA-02577,S-0066,5/1/2013,0,0,Yes,1,21.39959827,0 - 100
TA-02577,S-0066,5/1/2013,0,0,Yes,2,11.83487923,0 - 100
TA-02577,S-0066,5/1/2013,0,0,Yes,5,6.095491395,0 - 100
TA-02577,S-0066,5/1/2013,0,0,Yes,10,4.184216823,0 - 100
TA-02577,S-0066,5/1/2013,0,0,Yes,25,3.035226432,0 - 100
TA-02577,S-0066,5/1/2013,0,0,Yes,50,2.720853758,0 - 100
TA-02577,S-0066,5/1/2013,0,0,Yes,100,2.578968746,0 - 100
TA-02577,S-0066,5/1/2013,0,0,Yes,250,2.495506975,0 - 100
TA-02578,S-0066,10/1/2013,0,0,Yes,1,30.69723964,0 - 100
TA-02578,S-0066,10/1/2013,0,0,Yes,2,20.50655731,0 - 100
TA-02578,S-0066,10/1/2013,0,0,Yes,5,14.3915915,0 - 100
TA-02578,S-0066,10/1/2013,0,0,Yes,10,12.35234222,0 - 100
TA-02578,S-0066,10/1/2013,0,0,Yes,25,11.13101829,0 - 100
TA-02578,S-0066,10/1/2013,0,0,Yes,50,10.78882503,0 - 100
TA-02578,S-0066,10/1/2013,0,0,Yes,100,10.63581178,0 - 100
TA-02578,S-0066,10/1/2013,0,0,Yes,250,10.54400383,0 - 100
TA-02579,S-0066,3/24/2013,0,0,Yes,1,28.17669413,0 - 100
TA-02579,S-0066,3/24/2013,0,0,Yes,2,16.31677637,0 - 100
TA-02579,S-0066,3/24/2013,0,0,Yes,5,9.200269303,0 - 100
TA-02579,S-0066,3/24/2013,0,0,Yes,10,6.827172927,0 - 100
TA-02579,S-0066,3/24/2013,0,0,Yes,25,5.405540749,0 - 100
TA-02579,S-0066,3/24/2013,0,0,Yes,50,4.996578067,0 - 100
TA-02579,S-0066,3/24/2013,0,0,Yes,100,4.810180111,0 - 100
TA-02579,S-0066,3/24/2013,0,0,Yes,250,4.698897748,0 - 100
TA-02582,S-0066,8/1/2013,0,0,Yes,1,21.96713832,0 - 100
TA-02582,S-0066,8/1/2013,0,0,Yes,2,12.40241928,0 - 100
TA-02582,S-0066,8/1/2013,0,0,Yes,5,6.663031443,0 - 100
TA-02582,S-0066,8/1/2013,0,0,Yes,10,4.75175687,0 - 100
TA-02582,S-0066,8/1/2013,0,0,Yes,25,3.60276648,0 - 100
TA-02582,S-0066,8/1/2013,0,0,Yes,50,3.288393806,0 - 100
TA-02582,S-0066,8/1/2013,0,0,Yes,100,3.146508794,0 - 100
TA-02582,S-0066,8/1/2013,0,0,Yes,250,3.060264963,0 - 100
TA-02587,S-0072,8/25/2003,5,1,No,1,14.15789854,0 - 100
TA-02588,S-0072,2/11/2014,5,1,Yes,1,18.45617979,0 - 100
TA-02589,S-0066,10/1/2013,0,0,Yes,1,28.3491818,0 - 100
TA-02589,S-0066,10/1/2013,0,0,Yes,2,16.48926403,0 - 100
TA-02589,S-0066,10/1/2013,0,0,Yes,5,9.372756965,0 - 100
TA-02589,S-0066,10/1/2013,0,0,Yes,10,7.002442648,0 - 100
TA-02589,S-0066,10/1/2013,0,0,Yes,25,5.57802841,0 - 100
TA-02589,S-0066,10/1/2013,0,0,Yes,50,5.171847788,0 - 100
TA-02589,S-0066,10/1/2013,0,0,Yes,100,4.982667772,0 - 100
TA-02589,S-0066,10/1/2013,0,0,Yes,250,4.87138541,0 - 100
TA-02591,S-0066,12/21/2010,7,0,Yes,5,29.79863457,0 - 100
TA-02591,S-0066,12/21/2010,7,0,Yes,10,18.61475715,0 - 100
TA-02591,S-0066,12/21/2010,7,0,Yes,15,15.19838863,0 - 100
TA-02591,S-0066,12/21/2010,7,0,Yes,20,13.58757644,0 - 100
TA-02594,S-0066,11/14/2000,0,0,Yes,10,11.40087802,0 - 100
TA-02594,S-0066,11/14/2000,0,0,Yes,15,10.34369558,0 - 100
TA-02594,S-0066,11/14/2000,0,0,Yes,20,9.812322296,0 - 100
TA-02594,S-0066,11/14/2000,0,0,Yes,25,9.662091107,0 - 100
TA-02595,S-0066,2/24/2003,0,0,Yes,5,20.08924845,0 - 100
TA-02595,S-0066,2/24/2003,0,0,Yes,10,14.13007795,0 - 100
TA-02595,S-0066,2/24/2003,0,0,Yes,15,13.07011345,0 - 100
TA-02595,S-0066,2/24/2003,0,0,Yes,20,11.1504927,0 - 100
TA-02597,S-0041,11/2/2012,2,3,No,3,28.14052737,0 - 100
TA-02598,S-0066,7/9/1999,1,0,Yes,1,119.038743,0 - 100
TA-02598,S-0066,7/9/1999,1,0,Yes,3,48.79175175,0 - 100
TA-02598,S-0066,7/9/1999,1,0,Yes,5,34.74235351,0 - 100
TA-02598,S-0066,7/9/1999,1,0,Yes,10,24.2039138,0 - 100
TA-02598,S-0066,7/9/1999,1,0,Yes,20,18.937476,0 - 100
TA-02598,S-0066,7/9/1999,1,0,Yes,30,17.17921468,0 - 100
TA-02601,S-0041,8/5/2013,409,1,Yes,1,6.579569671,400 - 500
TA-02601,S-0058,2/6/2013,300,20,Yes,1,6.437684659,300 - 400
TA-02602,S-0041,8/5/2013,436,1,Yes,1,6.55453114,400 - 500
TA-02602,S-0058,2/6/2013,300,20,Yes,20,6.151132576,300 - 400
TA-02604,S-0066,10/1/2013,0,0,Yes,1,24.70746649,0 - 100
TA-02604,S-0066,10/1/2013,0,0,Yes,2,14.51678416,0 - 100
TA-02604,S-0066,10/1/2013,0,0,Yes,5,8.401818354,0 - 100
TA-02604,S-0066,10/1/2013,0,0,Yes,10,6.362569065,0 - 100
TA-02604,S-0066,10/1/2013,0,0,Yes,25,5.141245138,0 - 100
TA-02604,S-0066,10/1/2013,0,0,Yes,50,4.799051874,0 - 100
TA-02604,S-0066,10/1/2013,0,0,Yes,100,4.646038626,0 - 100
TA-02604,S-0066,10/1/2013,0,0,Yes,250,4.554230677,0 - 100
TA-02606,S-0066,10/1/2013,0,0,Yes,1,24.53219677,0 - 100
TA-02606,S-0066,10/1/2013,0,0,Yes,2,14.34151444,0 - 100
TA-02606,S-0066,10/1/2013,0,0,Yes,5,8.226548633,0 - 100
TA-02606,S-0066,10/1/2013,0,0,Yes,10,6.190081403,0 - 100
TA-02606,S-0066,10/1/2013,0,0,Yes,25,4.965975418,0 - 100
TA-02606,S-0066,10/1/2013,0,0,Yes,50,4.626564213,0 - 100
TA-02606,S-0066,10/1/2013,0,0,Yes,100,4.470768905,0 - 100
TA-02606,S-0066,10/1/2013,0,0,Yes,250,4.378960957,0 - 100
TA-02607,S-0066,7/1/2013,0,0,Yes,1,21.89202272,0 - 100
TA-02607,S-0066,7/1/2013,0,0,Yes,2,12.32730368,0 - 100
TA-02607,S-0066,7/1/2013,0,0,Yes,5,6.587915848,0 - 100
TA-02607,S-0066,7/1/2013,0,0,Yes,10,4.673859217,0 - 100
TA-02607,S-0066,7/1/2013,0,0,Yes,25,3.527650885,0 - 100
TA-02607,S-0066,7/1/2013,0,0,Yes,50,3.210496152,0 - 100
TA-02607,S-0066,7/1/2013,0,0,Yes,100,3.0713932,0 - 100
TA-02607,S-0066,7/1/2013,0,0,Yes,250,2.985149369,0 - 100
TA-02609,S-0026,10/31/1997,15,8,No,1,7.077558242,0 - 100
TA-02613,S-0026,3/18/1998,1,1,No,1,47.62328695,0 - 100
TA-02616,S-0041,8/5/2013,1,1,No,1,2.359186081,0 - 100
TA-02617,S-0066,8/1/2011,1,0,Yes,1,387.3822494,0 - 100
TA-02617,S-0066,8/1/2011,1,0,Yes,3,166.2057722,0 - 100
TA-02617,S-0066,8/1/2011,1,0,Yes,5,123.5484607,0 - 100
TA-02617,S-0066,8/1/2011,1,0,Yes,10,90.70347145,0 - 100
TA-02619,S-0072,11/15/2000,50,1,No,1,5.808939312,0 - 100
TA-02620,S-0072,1/16/2004,10,1,No,1,11.90164865,0 - 100
TA-02621,S-0072,12/13/2013,11,1,Yes,1,11.99623866,0 - 100
TA-02622,S-0018,5/22/2011,100,1,Yes,1,1.377119233,100 - 200
TA-02622,S-0072,11/21/2011,1000,1,Yes,1,2.197826655,1000 - 2000
TA-02623,S-0026,8/21/2014,146,1,Yes,1,13.18417787,100 - 200
TA-02623,S-0026,10/5/2007,146,30,Yes,1,13.18417787,100 - 200
TA-02626,S-0041,1/7/2013,118,20,No,20,2.667994636,100 - 200
TA-02629,S-0072,10/14/2011,6,0,Yes,1,10.6274656,0 - 100
TA-02629,S-0072,10/14/2011,6,0,Yes,2,9.29764137,0 - 100
TA-02629,S-0072,10/14/2011,6,0,Yes,3,7.9705992,0 - 100
TA-02629,S-0072,10/14/2011,6,0,Yes,4,7.174930309,0 - 100
TA-02632,S-0066,10/1/2013,0,0,Yes,1,23.082744,0 - 100
TA-02632,S-0066,10/1/2013,0,0,Yes,2,13.51802496,0 - 100
TA-02632,S-0066,10/1/2013,0,0,Yes,5,7.778637125,0 - 100
TA-02632,S-0066,10/1/2013,0,0,Yes,10,5.864580493,0 - 100
TA-02632,S-0066,10/1/2013,0,0,Yes,25,4.718372162,0 - 100
TA-02632,S-0066,10/1/2013,0,0,Yes,50,4.401217429,0 - 100
TA-02632,S-0066,10/1/2013,0,0,Yes,100,4.259332417,0 - 100
TA-02632,S-0066,10/1/2013,0,0,Yes,250,4.175870645,0 - 100
TA-02635,S-0066,10/1/2013,0,0,Yes,1,22.38722924,0 - 100
TA-02635,S-0066,10/1/2013,0,0,Yes,2,12.8225102,0 - 100
TA-02635,S-0066,10/1/2013,0,0,Yes,5,7.083122361,0 - 100
TA-02635,S-0066,10/1/2013,0,0,Yes,10,5.171847788,0 - 100
TA-02635,S-0066,10/1/2013,0,0,Yes,25,4.022857397,0 - 100
TA-02635,S-0066,10/1/2013,0,0,Yes,50,3.708484724,0 - 100
TA-02635,S-0066,10/1/2013,0,0,Yes,100,3.566599712,0 - 100
TA-02635,S-0066,10/1/2013,0,0,Yes,250,3.48313794,0 - 100
TA-02636,S-0062,1/23/1998,50,1,Yes,1,11.95172571,0 - 100
TA-02637,S-0062,1/23/1998,50,1,Yes,1,16.09421165,0 - 100
TA-02639,S-0062,1/23/1998,50,1,Yes,1,11.77645599,0 - 100
TA-02641,S-0014,5/15/2008,1,0,Yes,1,63.85381949,0 - 100
TA-02641,S-0014,5/15/2008,1,0,Yes,2,42.98837656,0 - 100
TA-02641,S-0014,5/15/2008,1,0,Yes,3,36.03322891,0 - 100
TA-02643,S-0013,5/1/2011,1,5,No,5,9.038909878,0 - 100
TA-02644,S-0013,5/1/2011,1,5,No,5,9.038909878,0 - 100
TA-02646,S-0066,9/1/2013,0,0,Yes,1,28.81934978,0 - 100
TA-02646,S-0066,9/1/2013,0,0,Yes,2,16.95943201,0 - 100
TA-02646,S-0066,9/1/2013,0,0,Yes,5,9.842924946,0 - 100
TA-02646,S-0066,9/1/2013,0,0,Yes,10,7.472610629,0 - 100
TA-02646,S-0066,9/1/2013,0,0,Yes,25,6.048196391,0 - 100
TA-02646,S-0066,9/1/2013,0,0,Yes,50,5.642015769,0 - 100
TA-02646,S-0066,9/1/2013,0,0,Yes,100,5.452835753,0 - 100
TA-02646,S-0066,9/1/2013,0,0,Yes,250,5.34155339,0 - 100
TA-02648,S-0066,9/1/2013,0,0,Yes,1,28.81934978,0 - 100
TA-02648,S-0066,9/1/2013,0,0,Yes,2,16.95943201,0 - 100
TA-02648,S-0066,9/1/2013,0,0,Yes,5,9.842924946,0 - 100
TA-02648,S-0066,9/1/2013,0,0,Yes,10,7.472610629,0 - 100
TA-02648,S-0066,9/1/2013,0,0,Yes,25,6.048196391,0 - 100
TA-02648,S-0066,9/1/2013,0,0,Yes,50,5.642015769,0 - 100
TA-02648,S-0066,9/1/2013,0,0,Yes,100,5.452835753,0 - 100
TA-02648,S-0066,9/1/2013,0,0,Yes,250,5.34155339,0 - 100
TA-02649,S-0072,8/8/2013,14,1,Yes,1,10.6135553,0 - 100
TA-02649,S-0072,8/8/2013,14,4,Yes,1,10.19624645,0 - 100
TA-02653,S-0072,1/16/2013,10,1,No,1,7.450354156,0 - 100
TA-02654,S-0066,8/1/2011,700,21,No,1,13.00890815,700 - 800
TA-02661,S-0026,12/4/1997,12,1,No,1,9.584193453,0 - 100
TA-02662,S-0026,12/4/1997,24,5,No,1,5.486220461,0 - 100
TA-02663,S-0026,12/4/1997,24,5,No,1,5.505694875,0 - 100
TA-02664,S-0072,8/8/2013,14,1,Yes,1,9.89021995,0 - 100
TA-02664,S-0072,8/8/2013,14,4,Yes,1,9.472911091,0 - 100
TA-02666,S-0005,6/6/2014,22,5,No,5,6.187299344,0 - 100
TA-02668,S-0072,8/8/2013,14,1,Yes,1,10.20181056,0 - 100
TA-02668,S-0072,8/8/2013,14,4,Yes,1,9.784501705,0 - 100
TA-02670,S-0026,12/4/1997,12,1,No,1,9.573065217,0 - 100
TA-02671,S-0072,8/8/2013,14,1,Yes,1,13.56253791,0 - 100
TA-02671,S-0072,8/8/2013,14,4,Yes,1,13.14522905,0 - 100
TA-02672,S-0013,5/1/2011,500,56,No,56,4.415127724,500 - 600
TA-02675,S-0041,8/5/2013,230,1,No,1,1.986390167,200 - 300
TA-02676,S-0066,7/1/2013,0,0,Yes,1,22.07285656,0 - 100
TA-02676,S-0066,7/1/2013,0,0,Yes,2,12.50813752,0 - 100
TA-02676,S-0066,7/1/2013,0,0,Yes,5,6.768749687,0 - 100
TA-02676,S-0066,7/1/2013,0,0,Yes,10,4.854693055,0 - 100
TA-02676,S-0066,7/1/2013,0,0,Yes,25,3.708484724,0 - 100
TA-02676,S-0066,7/1/2013,0,0,Yes,50,3.391329991,0 - 100
TA-02676,S-0066,7/1/2013,0,0,Yes,100,3.249444979,0 - 100
TA-02676,S-0066,7/1/2013,0,0,Yes,250,3.165983207,0 - 100
TA-02678,S-0066,8/1/2011,300,1,No,1,7.23335355,300 - 400
TA-02681,S-0066,6/1/2013,0,0,Yes,1,22.05894627,0 - 100
TA-02681,S-0066,6/1/2013,0,0,Yes,2,12.49422723,0 - 100
TA-02681,S-0066,6/1/2013,0,0,Yes,5,6.754839392,0 - 100
TA-02681,S-0066,6/1/2013,0,0,Yes,10,4.843564819,0 - 100
TA-02681,S-0066,6/1/2013,0,0,Yes,25,3.694574428,0 - 100
TA-02681,S-0066,6/1/2013,0,0,Yes,50,3.380201755,0 - 100
TA-02681,S-0066,6/1/2013,0,0,Yes,100,3.238316743,0 - 100
TA-02681,S-0066,6/1/2013,0,0,Yes,250,3.152072912,0 - 100
TA-02683,S-0066,8/11/2013,0,0,Yes,1,21.95322802,0 - 100
TA-02683,S-0066,8/11/2013,0,0,Yes,2,12.38850898,0 - 100
TA-02683,S-0066,8/11/2013,0,0,Yes,5,6.649121148,0 - 100
TA-02683,S-0066,8/11/2013,0,0,Yes,10,4.735064516,0 - 100
TA-02683,S-0066,8/11/2013,0,0,Yes,25,3.588856184,0 - 100
TA-02683,S-0066,8/11/2013,0,0,Yes,50,3.271701452,0 - 100
TA-02683,S-0066,8/11/2013,0,0,Yes,100,3.12981644,0 - 100
TA-02683,S-0066,8/11/2013,0,0,Yes,250,3.046354668,0 - 100
TA-02688,S-0066,6/1/2013,0,0,Yes,1,23.18568019,0 - 100
TA-02688,S-0066,6/1/2013,0,0,Yes,2,13.62096115,0 - 100
TA-02688,S-0066,6/1/2013,0,0,Yes,5,7.88157331,0 - 100
TA-02688,S-0066,6/1/2013,0,0,Yes,10,5.967516678,0 - 100
TA-02688,S-0066,6/1/2013,0,0,Yes,25,4.821308347,0 - 100
TA-02688,S-0066,6/1/2013,0,0,Yes,50,4.504153614,0 - 100
TA-02688,S-0066,6/1/2013,0,0,Yes,100,4.362268602,0 - 100
TA-02688,S-0066,6/1/2013,0,0,Yes,250,4.278806831,0 - 100
TA-02694,S-0072,11/4/2011,5,1,No,1,16.60332846,0 - 100
TA-02700,S-0072,9/9/2004,100,8,No,1,5.502912816,100 - 200
TA-02701,S-0072,1/16/2013,100,1,No,1,5.124552784,100 - 200
TA-02704,S-0062,5/18/2009,132,1,No,1,5.213578674,100 - 200
TA-02705,S-0072,1/16/2013,200,1,Yes,1,2.297980782,200 - 300
TA-02705,S-0072,12/20/2013,19,0,Yes,10,7.828714188,0 - 100
TA-02705,S-0072,12/20/2013,19,0,Yes,15,6.779877923,0 - 100
TA-02705,S-0072,12/20/2013,19,0,Yes,20,6.295799647,0 - 100
TA-02709,S-0066,8/1/2011,0,1,Yes,1,1.844505155,0 - 100
TA-02714,S-0066,7/1/2013,0,0,Yes,1,21.669458,0 - 100
TA-02714,S-0066,7/1/2013,0,0,Yes,2,12.10473896,0 - 100
